annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
"['entailment', 'neutral', 'neutral', 'neutral', 'neutral']",2924908529.jpg#3,neutral,2924908529.jpg#3r1e,Women is small tops and skirts pose for the camera.,( Women ( ( is ( ( small ( ( tops and ) skirts ) ) ( pose ( for ( the camera ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Women)) (VP (VBZ is) (S (NP (JJ small) (NNS tops) (CC and) (NNS skirts)) (VP (VB pose) (PP (IN for) (NP (DT the) (NN camera)))))) (. .))),The women are dressed nicely.,( ( The women ) ( ( are ( dressed nicely ) ) . ) ),(ROOT (S (NP (DT The) (NNS women)) (VP (VBP are) (VP (VBN dressed) (ADVP (RB nicely)))) (. .)))
"['neutral', 'neutral', 'neutral', 'neutral', 'contradiction']",571002259.jpg#3,neutral,571002259.jpg#3r1n,A tree worker with a hard hat is cutting down a branch.,( ( ( A ( tree worker ) ) ( with ( a ( hard hat ) ) ) ) ( ( is ( ( cutting down ) ( a branch ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN tree) (NN worker)) (PP (IN with) (NP (DT a) (JJ hard) (NN hat)))) (VP (VBZ is) (VP (VBG cutting) (PRT (RP down)) (NP (DT a) (NN branch)))) (. .))),The tree appears to be dead.,( ( The tree ) ( ( appears ( to ( be dead ) ) ) . ) ),(ROOT (S (NP (DT The) (NN tree)) (VP (VBZ appears) (S (VP (TO to) (VP (VB be) (ADJP (JJ dead)))))) (. .)))
"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']",283614756.jpg#3,entailment,283614756.jpg#3r1e,A man and a woman sitting down laughing.,( ( ( ( ( A man ) and ) ( a woman ) ) ( ( sitting down ) laughing ) ) . ),(ROOT (NP (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBG sitting) (PRT (RP down)) (S (VP (VBG laughing)))) (. .))),The man and woman are having a good time.,( ( The ( ( man and ) woman ) ) ( ( are ( having ( a ( good time ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man) (CC and) (NN woman)) (VP (VBP are) (VP (VBG having) (NP (DT a) (JJ good) (NN time)))) (. .)))
"['contradiction', 'neutral', 'neutral', 'neutral', 'neutral']",4751162239.jpg#1,neutral,4751162239.jpg#1r1c,A teenage girl in a crowd of people looking up at something.,( ( ( ( A ( teenage girl ) ) ( in ( ( a crowd ) ( of people ) ) ) ) ( ( looking up ) ( at something ) ) ) . ),(ROOT (NP (NP (NP (DT A) (JJ teenage) (NN girl)) (PP (IN in) (NP (NP (DT a) (NN crowd)) (PP (IN of) (NP (NNS people)))))) (VP (VBG looking) (PRT (RP up)) (PP (IN at) (NP (NN something)))) (. .))),no one saw the rainbow in the sky,( ( no one ) ( ( saw ( the rainbow ) ) ( in ( the sky ) ) ) ),(ROOT (S (NP (DT no) (NN one)) (VP (VBD saw) (NP (DT the) (NN rainbow)) (PP (IN in) (NP (DT the) (NN sky))))))
"['contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction']",3620764461.jpg#3,contradiction,3620764461.jpg#3r1c,Children nap on a floor while others stand by.,( Children ( ( ( nap ( on ( a floor ) ) ) ( while ( others ( stand by ) ) ) ) . ) ),(ROOT (S (NP (NNP Children)) (VP (VBD nap) (PP (IN on) (NP (DT a) (NN floor))) (SBAR (IN while) (S (NP (NNS others)) (VP (VBP stand) (PP (IN by)))))) (. .))),Children are playing childish games while others stand by.,( Children ( ( are ( ( playing ( childish games ) ) ( while ( others ( stand by ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Children)) (VP (VBP are) (VP (VBG playing) (NP (JJ childish) (NNS games)) (SBAR (IN while) (S (NP (NNS others)) (VP (VBP stand) (PP (IN by))))))) (. .)))
"['neutral', 'neutral', 'neutral', 'contradiction', 'entailment']",261737543.jpg#1,neutral,261737543.jpg#1r1n,A man jumps off a cliff with a city view below.,( ( A man ) ( ( ( jumps off ) ( ( a cliff ) ( with ( ( a ( city view ) ) below ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ jumps) (PRT (RP off)) (NP (NP (DT a) (NN cliff)) (PP (IN with) (NP (NP (DT a) (NN city) (NN view)) (ADVP (IN below)))))) (. .))),Man parachutes off a cliff with a scenic view.,( Man ( ( ( parachutes off ) ( ( a cliff ) ( with ( a ( scenic view ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Man)) (VP (VBZ parachutes) (PRT (RP off)) (NP (NP (DT a) (NN cliff)) (PP (IN with) (NP (DT a) (JJ scenic) (NN view))))) (. .)))
"['entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral']",3375920709.jpg#4,contradiction,3375920709.jpg#4r1e,Dog running through the snow.,( ( Dog ( running ( through ( the snow ) ) ) ) . ),(ROOT (NP (NP (NNP Dog)) (VP (VBG running) (PP (IN through) (NP (DT the) (NN snow)))) (. .))),A dog tries out frozen water.,( ( A dog ) ( ( tries ( out ( frozen water ) ) ) . ) ),(ROOT (S (NP (DT A) (NN dog)) (VP (VBZ tries) (PP (IN out) (NP (VBN frozen) (NN water)))) (. .)))
"['contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction']",2504010674.jpg#0,contradiction,2504010674.jpg#0r1c,A man in a suit with gold buttons and a name tag gestures with his hands as he speaks to another man in a dress shirt who is holding a beverage in a glass.,( ( ( A man ) ( in ( ( a suit ) ( with ( ( ( gold buttons ) and ) ( a ( name tag ) ) ) ) ) ) ) ( ( ( gestures ( with ( his hands ) ) ) ( as ( he ( speaks ( to ( ( ( another man ) ( in ( a ( dress shirt ) ) ) ) ( who ( is ( holding ( ( a beverage ) ( in ( a glass ) ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (NP (DT a) (NN suit)) (PP (IN with) (NP (NP (JJ gold) (NNS buttons)) (CC and) (NP (DT a) (NN name) (NN tag))))))) (VP (VBD gestures) (PP (IN with) (NP (PRP$ his) (NNS hands))) (SBAR (IN as) (S (NP (PRP he)) (VP (VBZ speaks) (PP (TO to) (NP (NP (DT another) (NN man)) (PP (IN in) (NP (DT a) (NN dress) (NN shirt))) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG holding) (NP (NP (DT a) (NN beverage)) (PP (IN in) (NP (DT a) (NN glass)))))))))))))) (. .))),A man in a suit with gold bricks and a name tag gestures with his hands,( ( ( A man ) ( in ( ( a suit ) ( with ( ( ( gold bricks ) and ) ( a name ) ) ) ) ) ) ( ( tag gestures ) ( with ( his hands ) ) ) ),(ROOT (NP (NP (NP (DT A) (NN man)) (PP (IN in) (NP (NP (DT a) (NN suit)) (PP (IN with) (NP (NP (JJ gold) (NNS bricks)) (CC and) (NP (DT a) (NN name))))))) (NP (NP (NN tag) (NNS gestures)) (PP (IN with) (NP (PRP$ his) (NNS hands))))))
"['neutral', 'neutral', 'neutral', 'entailment', 'neutral']",4526883901.jpg#2,neutral,4526883901.jpg#2r1n,An old gray-haired man with glasses in a gray t-shirt is working on a sculpture.,( ( ( An ( old ( gray-haired man ) ) ) ( with ( glasses ( in ( a ( gray t-shirt ) ) ) ) ) ) ( ( is ( working ( on ( a sculpture ) ) ) ) . ) ),(ROOT (S (NP (NP (DT An) (JJ old) (JJ gray-haired) (NN man)) (PP (IN with) (NP (NP (NNS glasses)) (PP (IN in) (NP (DT a) (JJ gray) (NN t-shirt)))))) (VP (VBZ is) (VP (VBG working) (PP (IN on) (NP (DT a) (NN sculpture))))) (. .))),The man is 100 years old,( ( The man ) ( is ( ( 100 years ) old ) ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (ADJP (NP (CD 100) (NNS years)) (JJ old)))))
"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",708860480.jpg#0,neutral,708860480.jpg#0r1n,A boy is standing in a pool getting splashed with water.,( ( A boy ) ( ( is ( standing ( in ( ( a pool ) ( ( getting splashed ) ( with water ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN boy)) (VP (VBZ is) (VP (VBG standing) (PP (IN in) (NP (NP (DT a) (NN pool)) (VP (VBG getting) (ADVP (RB splashed)) (PP (IN with) (NP (NN water)))))))) (. .))),The boy is in swimming clothes.,( ( The boy ) ( ( is ( in ( swimming clothes ) ) ) . ) ),(ROOT (S (NP (DT The) (NN boy)) (VP (VBZ is) (PP (IN in) (NP (VBG swimming) (NNS clothes)))) (. .)))
"['contradiction', 'contradiction', 'neutral', 'neutral', 'neutral']",4441493820.jpg#4,neutral,4441493820.jpg#4r1c,Man recording a video of a woman.,( ( Man ( recording ( ( a video ) ( of ( a woman ) ) ) ) ) . ),(ROOT (NP (NP (NNP Man)) (VP (VBG recording) (NP (NP (DT a) (NN video)) (PP (IN of) (NP (DT a) (NN woman))))) (. .))),A man is taking a woman on a date.,( ( A man ) ( ( is ( taking ( ( a woman ) ( on ( a date ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG taking) (NP (NP (DT a) (NN woman)) (PP (IN on) (NP (DT a) (NN date)))))) (. .)))
"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",1434607942.jpg#0,contradiction,1434607942.jpg#0r1c,A small child in a red jacket is sitting on a man's shoulders and holding his head.,( ( ( A ( small child ) ) ( in ( a ( red jacket ) ) ) ) ( ( is ( ( ( sitting ( on ( ( a ( man 's ) ) shoulders ) ) ) and ) ( holding ( his head ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ small) (NN child)) (PP (IN in) (NP (DT a) (JJ red) (NN jacket)))) (VP (VBZ is) (VP (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN man) (POS 's)) (NNS shoulders)))) (CC and) (VP (VBG holding) (NP (PRP$ his) (NN head))))) (. .))),A small child is standing by the man.,( ( A ( small child ) ) ( ( is ( standing ( by ( the man ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ small) (NN child)) (VP (VBZ is) (VP (VBG standing) (PP (IN by) (NP (DT the) (NN man))))) (. .)))
"['entailment', 'neutral', 'neutral', 'neutral', 'neutral']",2766954299.jpg#2,neutral,2766954299.jpg#2r1e,Two oriental older women gathering rice from the fields.,( ( ( Two ( oriental ( older women ) ) ) ( ( gathering rice ) ( from ( the fields ) ) ) ) . ),(ROOT (NP (NP (CD Two) (JJ oriental) (JJR older) (NNS women)) (VP (VBG gathering) (NP (NN rice)) (PP (IN from) (NP (DT the) (NNS fields)))) (. .))),Some Asian women are walking in the field of rice.,( ( Some ( Asian women ) ) ( ( are ( walking ( in ( ( the field ) ( of rice ) ) ) ) ) . ) ),(ROOT (S (NP (DT Some) (JJ Asian) (NNS women)) (VP (VBP are) (VP (VBG walking) (PP (IN in) (NP (NP (DT the) (NN field)) (PP (IN of) (NP (NN rice))))))) (. .)))
"['neutral', 'entailment', 'entailment', 'entailment', 'entailment']",5759427006.jpg#0,entailment,5759427006.jpg#0r1n,A small child dressed for winter stares across a lake while leaning on a mesh fence in a scenic park setting.,( ( A ( small child ) ) ( ( ( dressed ( for ( winter stares ) ) ) ( across ( ( a ( lake while ) ) ( leaning ( on ( ( a ( mesh fence ) ) ( in ( a ( scenic ( park setting ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ small) (NN child)) (VP (VBD dressed) (PP (IN for) (NP (NN winter) (NNS stares))) (PP (IN across) (NP (NP (DT a) (NN lake) (NN while)) (VP (VBG leaning) (PP (IN on) (NP (NP (DT a) (NN mesh) (NN fence)) (PP (IN in) (NP (DT a) (JJ scenic) (NN park) (NN setting))))))))) (. .))),A small child dressed for winter stares across a large lake while leaning on a mesh fence,( ( A ( small child ) ) ( ( dressed ( for ( winter stares ) ) ) ( across ( ( a ( large ( lake while ) ) ) ( leaning ( on ( a ( mesh fence ) ) ) ) ) ) ) ),(ROOT (S (NP (DT A) (JJ small) (NN child)) (VP (VBD dressed) (PP (IN for) (NP (NN winter) (NNS stares))) (PP (IN across) (NP (NP (DT a) (JJ large) (NN lake) (NN while)) (VP (VBG leaning) (PP (IN on) (NP (DT a) (NN mesh) (NN fence)))))))))
"['entailment', 'neutral', 'neutral', 'neutral', 'entailment']",4701188650.jpg#0,neutral,4701188650.jpg#0r1e,A young man waits on a bench with his bag behind a few advertisements in London.,( ( A ( young man ) ) ( ( ( waits ( on ( ( a bench ) ( with ( his bag ) ) ) ) ) ( behind ( ( a ( few advertisements ) ) ( in London ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN man)) (VP (VBZ waits) (PP (IN on) (NP (NP (DT a) (NN bench)) (PP (IN with) (NP (PRP$ his) (NN bag))))) (PP (IN behind) (NP (NP (DT a) (JJ few) (NNS advertisements)) (PP (IN in) (NP (NNP London)))))) (. .))),A young man waits outdoors in London on a bench.,( ( A ( young man ) ) ( ( ( waits outdoors ) ( in ( London ( on ( a bench ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN man)) (VP (VBZ waits) (ADVP (RB outdoors)) (PP (IN in) (NP (NP (NNP London)) (PP (IN on) (NP (DT a) (NN bench)))))) (. .)))
"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",4670365996.jpg#1,contradiction,4670365996.jpg#1r1c,"Woman in a blue dress and carrying a black purse, rides a scooter down the street.","( ( Woman ( in ( a ( blue dress ) ) ) ) ( and ( ( carrying ( a ( black purse ) ) ) ( , ( ( ( rides ( a scooter ) ) ( down ( the street ) ) ) . ) ) ) ) )","(ROOT (S (NP (NP (NNP Woman)) (PP (IN in) (NP (DT a) (JJ blue) (NN dress)))) (CC and) (S (VP (VBG carrying) (NP (DT a) (JJ black) (NN purse)))) (, ,) (VP (VBD rides) (NP (DT a) (NN scooter)) (PP (IN down) (NP (DT the) (NN street)))) (. .)))",the girl is wearing a black dress and a blue purse,( ( the girl ) ( is ( wearing ( ( ( a ( black dress ) ) and ) ( a ( blue purse ) ) ) ) ) ),(ROOT (S (NP (DT the) (NN girl)) (VP (VBZ is) (VP (VBG wearing) (NP (NP (DT a) (JJ black) (NN dress)) (CC and) (NP (DT a) (JJ blue) (NN purse)))))))
"['neutral', 'neutral', 'contradiction', 'neutral', 'neutral']",2124926718.jpg#2,neutral,2124926718.jpg#2r1n,A large group of people populate a dimly lit room.,( ( ( A ( large group ) ) ( of people ) ) ( ( populate ( a ( ( dimly lit ) room ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ large) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VB populate) (NP (DT a) (ADJP (RB dimly) (VBN lit)) (NN room))) (. .))),A group of people are partying in the large room.,( ( ( A group ) ( of people ) ) ( ( are ( partying ( in ( the ( large room ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP are) (VP (VBG partying) (PP (IN in) (NP (DT the) (JJ large) (NN room))))) (. .)))
"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",2629784415.jpg#0,neutral,2629784415.jpg#0r1n,A large display of artifacts are in a large room and around a very large display are six people with two people near wooden benches.,( ( ( A ( large display ) ) ( of artifacts ) ) ( ( ( ( are ( in ( a ( large room ) ) ) ) and ) ( ( around ( a ( ( very large ) display ) ) ) ( are ( ( six people ) ( with ( ( two people ) ( near ( wooden benches ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ large) (NN display)) (PP (IN of) (NP (NNS artifacts)))) (VP (VP (VBP are) (PP (IN in) (NP (DT a) (JJ large) (NN room)))) (CC and) (VP (PP (IN around) (NP (DT a) (ADJP (RB very) (JJ large)) (NN display))) (VBP are) (NP (NP (CD six) (NNS people)) (PP (IN with) (NP (NP (CD two) (NNS people)) (PP (IN near) (NP (JJ wooden) (NNS benches)))))))) (. .))),People stand in front of the new display,( People ( stand ( in ( front ( of ( the ( new display ) ) ) ) ) ) ),(ROOT (S (NP (NNS People)) (VP (VBP stand) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (JJ new) (NN display))))))))
"['neutral', 'contradiction', 'neutral', 'neutral', 'neutral']",6935146937.jpg#0,neutral,6935146937.jpg#0r1n,A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on.,( ( ( A ( basketball player ) ) ( with ( green shoes ) ) ) ( ( is ( ( dunking ( ( the ball ) ( in ( the net ) ) ) ) ( while ( ( the ( arena crowd ) ) ( looks on ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN basketball) (NN player)) (PP (IN with) (NP (JJ green) (NNS shoes)))) (VP (VBZ is) (VP (VBG dunking) (NP (NP (DT the) (NN ball)) (PP (IN in) (NP (DT the) (NN net)))) (SBAR (IN while) (S (NP (DT the) (NN arena) (NN crowd)) (VP (VBZ looks) (PRT (RP on))))))) (. .))),A famous NBA player is playing street ball in front of a crowd.,( ( A ( famous ( NBA player ) ) ) ( ( is ( ( playing ( street ball ) ) ( in ( front ( of ( a crowd ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ famous) (NNP NBA) (NN player)) (VP (VBZ is) (VP (VBG playing) (NP (NN street) (NN ball)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN crowd))))))) (. .)))
"['neutral', 'neutral', 'entailment', 'neutral', 'neutral']",5503955724.jpg#0,neutral,5503955724.jpg#0r1n,"Stretching high in the air, the player in the black shirt reaches for the football as the other stretches toward him to steal it away.","( ( ( Stretching high ) ( in ( the air ) ) ) ( , ( ( ( the player ) ( in ( the ( black shirt ) ) ) ) ( ( ( reaches ( for ( ( the football ) ( as ( ( the ( other stretches ) ) ( toward him ) ) ) ) ) ) ( to ( ( steal it ) away ) ) ) . ) ) ) )","(ROOT (S (S (VP (VBG Stretching) (ADJP (JJ high)) (PP (IN in) (NP (DT the) (NN air))))) (, ,) (NP (NP (DT the) (NN player)) (PP (IN in) (NP (DT the) (JJ black) (NN shirt)))) (VP (VBZ reaches) (PP (IN for) (NP (NP (DT the) (NN football)) (PP (IN as) (NP (NP (DT the) (JJ other) (NNS stretches)) (PP (IN toward) (NP (PRP him))))))) (S (VP (TO to) (VP (VB steal) (NP (PRP it)) (ADVP (RB away)))))) (. .)))",A football game is being played.,( ( A ( football game ) ) ( ( is ( being played ) ) . ) ),(ROOT (S (NP (DT A) (NN football) (NN game)) (VP (VBZ is) (VP (VBG being) (VP (VBN played)))) (. .)))
"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",4850944716.jpg#0,neutral,4850944716.jpg#0r1e,an older man wearing a suit has his arms folded behind his back and looking in a store window.,( ( ( an ( older man ) ) ( wearing ( a suit ) ) ) ( ( has ( ( his arms ) ( ( ( folded ( behind ( his back ) ) ) and ) ( looking ( in ( a ( store window ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT an) (JJR older) (NN man)) (VP (VBG wearing) (NP (DT a) (NN suit)))) (VP (VBZ has) (NP (NP (PRP$ his) (NNS arms)) (VP (VP (VBN folded) (PP (IN behind) (NP (PRP$ his) (NN back)))) (CC and) (VP (VBG looking) (PP (IN in) (NP (DT a) (NN store) (NN window))))))) (. .))),Gentleman window shops.,( ( Gentleman ( window shops ) ) . ),(ROOT (S (VP (VB Gentleman) (NP (NN window) (NNS shops))) (. .)))
"['neutral', 'entailment', 'neutral', 'neutral', 'neutral']",4842087231.jpg#4,neutral,4842087231.jpg#4r1n,A young lady toying with her watch.,( ( ( A ( young lady ) ) ( toying ( with ( her watch ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ young) (NN lady)) (VP (VBG toying) (PP (IN with) (NP (PRP$ her) (NN watch)))) (. .))),A woman is adjusting the time on her watch.,( ( A woman ) ( ( is ( adjusting ( ( the time ) ( on ( her watch ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG adjusting) (NP (NP (DT the) (NN time)) (PP (IN on) (NP (PRP$ her) (NN watch)))))) (. .)))
"['entailment', 'neutral', 'neutral', 'neutral', 'entailment']",2638981862.jpg#1,neutral,2638981862.jpg#1r1e,Two small boys dressed in tuxedos sitting on a red carpeted floor.,( ( Two ( small boys ) ) ( ( dressed ( in ( tuxedos ( sitting ( on ( a ( red ( carpeted floor ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (JJ small) (NNS boys)) (VP (VBD dressed) (PP (IN in) (NP (NP (NNS tuxedos)) (VP (VBG sitting) (PP (IN on) (NP (DT a) (JJ red) (VBN carpeted) (NN floor))))))) (. .))),Two well dressed boys sit on a red carpet floor inside of a home.,( ( Two ( ( well dressed ) boys ) ) ( ( sit ( on ( ( a ( red ( carpet floor ) ) ) ( inside ( of ( a home ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (ADJP (RB well) (VBN dressed)) (NNS boys)) (VP (VBP sit) (PP (IN on) (NP (NP (DT a) (JJ red) (NN carpet) (NN floor)) (PP (JJ inside) (IN of) (NP (DT a) (NN home)))))) (. .)))
"['contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction']",3691288174.jpg#1,contradiction,3691288174.jpg#1r1c,A street performer is entertaining a gathered audience with the help of a young boy.,( ( A ( street performer ) ) ( ( is ( ( entertaining ( a ( gathered audience ) ) ) ( with ( ( the help ) ( of ( a ( young boy ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN street) (NN performer)) (VP (VBZ is) (VP (VBG entertaining) (NP (DT a) (JJ gathered) (NN audience)) (PP (IN with) (NP (NP (DT the) (NN help)) (PP (IN of) (NP (DT a) (JJ young) (NN boy))))))) (. .))),A boy is performing on stage.,( ( A boy ) ( ( is ( performing ( on stage ) ) ) . ) ),(ROOT (S (NP (DT A) (NN boy)) (VP (VBZ is) (VP (VBG performing) (PP (IN on) (NP (NN stage))))) (. .)))
"['neutral', 'neutral', 'entailment', 'neutral', 'neutral']",4337871573.jpg#0,neutral,4337871573.jpg#0r1n,"A man, wearing a white hate and sunglasses, is sitting in a white truck that says ""Coast Gas"".","( ( ( ( ( A man ) , ) ( wearing ( ( ( a ( white hate ) ) and ) sunglasses ) ) ) , ) ( ( is ( sitting ( in ( ( a ( white truck ) ) ( that ( says ( `` ( ( Coast Gas ) '' ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN man)) (, ,) (VP (VBG wearing) (NP (NP (DT a) (JJ white) (NN hate)) (CC and) (NP (NNS sunglasses)))) (, ,)) (VP (VBZ is) (VP (VBG sitting) (PP (IN in) (NP (NP (DT a) (JJ white) (NN truck)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (S (`` ``) (NP (NNP Coast) (NNP Gas)) ('' ''))))))))) (. .)))",A man is sitting on a truck at a gas station.,( ( A man ) ( ( is ( sitting ( on ( ( a truck ) ( at ( a ( gas station ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN truck)) (PP (IN at) (NP (DT a) (NN gas) (NN station))))))) (. .)))
"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",8058635660.jpg#0,contradiction,8058635660.jpg#0r1n,"A person of indeterminate sex wearing a dark hat, neutral pants, and a red shirt walking up a rocky slope at high altitude in the daytime.","( ( ( ( A person ) ( of ( indeterminate sex ) ) ) ( ( wearing ( ( ( ( ( ( a ( dark hat ) ) , ) ( neutral pants ) ) , ) and ) ( a ( red shirt ) ) ) ) ( ( ( walking up ) ( a ( rocky slope ) ) ) ( at ( ( high altitude ) ( in ( the daytime ) ) ) ) ) ) ) . )","(ROOT (NP (NP (NP (DT A) (NN person)) (PP (IN of) (NP (JJ indeterminate) (NN sex)))) (VP (VBG wearing) (NP (NP (DT a) (JJ dark) (NN hat)) (, ,) (NP (JJ neutral) (NNS pants)) (, ,) (CC and) (NP (DT a) (JJ red) (NN shirt))) (S (VP (VBG walking) (PRT (RP up)) (NP (DT a) (JJ rocky) (NN slope)) (PP (IN at) (NP (NP (JJ high) (NN altitude)) (PP (IN in) (NP (DT the) (NN daytime)))))))) (. .)))",A person is getting ready to snowboard down a hill with one leg,( ( A person ) ( is ( getting ( ready ( to ( ( snowboard down ) ( ( a hill ) ( with ( one leg ) ) ) ) ) ) ) ) ),(ROOT (S (NP (DT A) (NN person)) (VP (VBZ is) (VP (VBG getting) (ADJP (JJ ready) (S (VP (TO to) (VP (VB snowboard) (PRT (RP down)) (NP (NP (DT a) (NN hill)) (PP (IN with) (NP (CD one) (NN leg))))))))))))
"['neutral', 'contradiction', 'neutral', 'neutral', 'neutral']",4546706008.jpg#2,neutral,4546706008.jpg#2r1n,Man and a woman at the side of a table covered in books.,( ( ( Man and ) ( ( a woman ) ( at ( ( the side ) ( of ( a table ) ) ) ) ) ) ( ( covered ( in books ) ) . ) ),(ROOT (S (NP (NP (NNP Man)) (CC and) (NP (NP (DT a) (NN woman)) (PP (IN at) (NP (NP (DT the) (NN side)) (PP (IN of) (NP (DT a) (NN table))))))) (VP (VBN covered) (PP (IN in) (NP (NNS books)))) (. .))),Two people are shielded by paperbacks.,( ( Two people ) ( ( are ( shielded ( by paperbacks ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS people)) (VP (VBP are) (VP (VBN shielded) (PP (IN by) (NP (NNS paperbacks))))) (. .)))
"['entailment', 'contradiction', 'entailment', 'neutral', 'entailment']",2795866891.jpg#3,entailment,2795866891.jpg#3r1e,A boy in shorts doing a skateboard trick.,( ( ( ( A boy ) ( in shorts ) ) ( doing ( a ( skateboard trick ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN boy)) (PP (IN in) (NP (NNS shorts)))) (VP (VBG doing) (NP (DT a) (JJ skateboard) (NN trick))) (. .))),a boy engaged in a leisure activity,( ( a boy ) ( engaged ( in ( a ( leisure activity ) ) ) ) ),(ROOT (S (NP (DT a) (NN boy)) (VP (VBN engaged) (PP (IN in) (NP (DT a) (NN leisure) (NN activity))))))
"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",3303507839.jpg#3,contradiction,3303507839.jpg#3r1c,Three kids in a forest standing on a tree log.,( ( ( Three kids ) ( in ( ( a ( forest standing ) ) ( on ( a tree ) ) ) ) ) ( log . ) ),(ROOT (S (NP (NP (CD Three) (NNS kids)) (PP (IN in) (NP (NP (DT a) (NN forest) (NN standing)) (PP (IN on) (NP (DT a) (NN tree)))))) (VP (VBP log)) (. .))),Children chopping down tree in woods.,( ( Children ( ( chopping down ) ( tree ( in woods ) ) ) ) . ),(ROOT (NP (NP (NNS Children)) (VP (VBG chopping) (PRT (RP down)) (NP (NP (NN tree)) (PP (IN in) (NP (NNS woods))))) (. .)))
